Entity	Code	Year	Homicide rate per 100,000 population - Both sexes - All ages
Guyana	GUY	1996	11.67774
Guyana	GUY	1997	11.51996
Guyana	GUY	1998	14.93333
Guyana	GUY	1999	12.00506
Guyana	GUY	2000	10.0125
Guyana	GUY	2001	10.52895
Guyana	GUY	2002	18.80778
Guyana	GUY	2003	27.4797
Guyana	GUY	2004	17.22722
Guyana	GUY	2005	18.69137
Guyana	GUY	2006	20.17492
Guyana	GUY	2007	15.20115
Guyana	GUY	2008	20.95074
Guyana	GUY	2009	15.57388
Guyana	GUY	2010	18.71829
Guyana	GUY	2011	17.46772
Guyana	GUY	2012	18.68365
Guyana	GUY	2013	20.73799
Guyana	GUY	2014	19.83718
Guyana	GUY	2015	19.73429
Guyana	GUY	2016	18.70668
Guyana	GUY	2017	15.06711
Guyana	GUY	2018	14.13088
Guyana	GUY	2019	17.02654
Guyana	GUY	2020	19.69388
Guyana	GUY	2021	16.28205
Haiti	HTI	2007	5.158783
Haiti	HTI	2008	5.20091
Haiti	HTI	2009	6.145538
Haiti	HTI	2010	6.878068
Haiti	HTI	2011	9.181951
Haiti	HTI	2012	10.21908
Haiti	HTI	2013	10.12552
Haiti	HTI	2014	9.411548
Haiti	HTI	2015	10.13844
Haiti	HTI	2016	9.595058
Haiti	HTI	2018	6.746927
Haiti	HTI	2020	11.32062
Haiti	HTI	2021	13.00713
Honduras	HND	1990	9.806251
Honduras	HND	1991	13.54259
Honduras	HND	1992	17.86991
Honduras	HND	1993	22.78623
Honduras	HND	1994	29.76234
Honduras	HND	1995	26.38989
Honduras	HND	1999	39.56856
Honduras	HND	2000	47.71115
Honduras	HND	2001	51.0101
Honduras	HND	2002	51.61037
Honduras	HND	2003	56.55467
Honduras	HND	2004	49.28619
Honduras	HND	2005	42.46087
Honduras	HND	2006	40.25719
Honduras	HND	2007	45.27752
Honduras	HND	2008	54.98794
Honduras	HND	2009	63.7889
Honduras	HND	2010	73.79067
Honduras	HND	2011	82.38905
Honduras	HND	2012	81.57076
Honduras	HND	2013	71.7693
Honduras	HND	2014	64.53877
Honduras	HND	2015	55.38756
Honduras	HND	2016	54.43516
Honduras	HND	2017	40.13777
Honduras	HND	2018	37.87457
Honduras	HND	2019	40.94859
Honduras	HND	2020	35.69536
Honduras	HND	2021	38.24546
Hong Kong	HKG	1990	2.346464
Hong Kong	HKG	1991	1.55315
Hong Kong	HKG	1992	1.797697
Hong Kong	HKG	1993	1.412196
Hong Kong	HKG	1994	1.556242
Hong Kong	HKG	1995	1.169149
Hong Kong	HKG	1996	1.215768
Hong Kong	HKG	1997	1.583547
Hong Kong	HKG	1998	0.977688
Hong Kong	HKG	1999	0.948515
Hong Kong	HKG	2000	0.638817
Hong Kong	HKG	2001	0.970368
Hong Kong	HKG	2002	1.007469
Hong Kong	HKG	2003	0.755105
Hong Kong	HKG	2004	0.650665
Hong Kong	HKG	2005	0.490134
Hong Kong	HKG	2006	0.502831
Hong Kong	HKG	2007	0.257089
Hong Kong	HKG	2008	0.510589
Hong Kong	HKG	2009	0.662476
Hong Kong	HKG	2010	0.490716
Hong Kong	HKG	2011	0.236922
Hong Kong	HKG	2012	0.373234
Hong Kong	HKG	2013	0.849685
Hong Kong	HKG	2014	0.367238
Hong Kong	HKG	2015	0.297304
Hong Kong	HKG	2016	0.37655
Hong Kong	HKG	2017	0.32165
Hong Kong	HKG	2018	0.641578
Hong Kong	HKG	2019	0.320166
Hong Kong	HKG	2020	0.293296
Hong Kong	HKG	2021	0.306889
Hungary	HUN	1990	1.937165
Hungary	HUN	1991	2.959108
Hungary	HUN	1992	2.941159
Hungary	HUN	1993	2.877164
Hungary	HUN	1994	3.026367
Hungary	HUN	1995	2.866226
Hungary	HUN	1996	2.628958
Hungary	HUN	1997	2.809584
Hungary	HUN	1998	2.816499
Hungary	HUN	1999	2.473056
Hungary	HUN	2000	2.009399
Hungary	HUN	2001	2.49559
Hungary	HUN	2002	2.000315
Hungary	HUN	2003	2.253396
Hungary	HUN	2004	2.070436
Hungary	HUN	2005	1.62803
Hungary	HUN	2006	1.730128
Hungary	HUN	2007	1.533686
Hungary	HUN	2008	1.805755
Hungary	HUN	2009	1.388809
Hungary	HUN	2010	1.381821
Hungary	HUN	2011	1.456811
Hungary	HUN	2012	1.249732
Hungary	HUN	2013	1.556398
Hungary	HUN	2014	1.479545
Hungary	HUN	2015	2.244966
Hungary	HUN	2016	2.058053
Hungary	HUN	2017	1.634498
Hungary	HUN	2018	0.879673
Hungary	HUN	2019	0.654946
Hungary	HUN	2020	0.820465
Hungary	HUN	2021	0.772417
Iceland	ISL	1994	0
Iceland	ISL	1995	0
Iceland	ISL	1996	0.371559
Iceland	ISL	1997	0.737041
Iceland	ISL	1998	0
Iceland	ISL	1999	0.720394
Iceland	ISL	2000	1.776439
Iceland	ISL	2001	0.350584
Iceland	ISL	2002	1.389864
Iceland	ISL	2005	1.010004
Iceland	ISL	2006	0
Iceland	ISL	2007	0.641328
Iceland	ISL	2008	0
Iceland	ISL	2009	0.313676
Iceland	ISL	2010	0.628273
Iceland	ISL	2011	0.939576
Iceland	ISL	2012	0.311546
Iceland	ISL	2013	0.308619
Iceland	ISL	2014	0.30521
Iceland	ISL	2015	0.906182
Iceland	ISL	2016	0.297908
Iceland	ISL	2017	0.873027
Iceland	ISL	2018	0.849988
Iceland	ISL	2019	0.277181
Iceland	ISL	2020	1.363628
Iceland	ISL	2021	0.540052
India	IND	1990	5.073455
India	IND	1991	5.46425
India	IND	1992	5.474815
India	IND	1993	5.175898
India	IND	1994	5.020619
India	IND	1995	4.810433
India	IND	1996	4.770965
India	IND	1997	4.730753
India	IND	1998	4.825762
India	IND	1999	4.592119
India	IND	2000	4.545628
India	IND	2001	4.302248
India	IND	2002	4.164205
India	IND	2003	3.967281
India	IND	2004	4.091476
India	IND	2005	3.905551
India	IND	2006	3.83504
India	IND	2007	3.81292
India	IND	2008	3.811857
India	IND	2009	3.744892
India	IND	2010	3.744921
India	IND	2011	3.788104
India	IND	2012	3.725263
India	IND	2013	3.553316
India	IND	2014	3.622576
India	IND	2015	3.354307
India	IND	2016	3.161426
India	IND	2017	3.028883
India	IND	2018	2.993784
India	IND	2019	2.926661
India	IND	2020	2.911156
India	IND	2021	2.936279
Indonesia	IDN	1998	0.84578
Indonesia	IDN	1999	0.990536
Indonesia	IDN	2000	1.029558
Indonesia	IDN	2003	0.732921
Indonesia	IDN	2004	0.628047
Iran	IRN	2009	2.980248
Iran	IRN	2013	2.596263
Iran	IRN	2014	2.42116
Iraq	IRQ	1990	6.614423
Iraq	IRQ	1991	6.561555
Iraq	IRQ	1992	7.598308
Iraq	IRQ	1993	5.794002
Iraq	IRQ	1994	6.257386
Iraq	IRQ	2008	15.72982
Iraq	IRQ	2009	8.432093
Iraq	IRQ	2010	8.607103
Iraq	IRQ	2011	8.135139
Iraq	IRQ	2012	7.964105
Iraq	IRQ	2013	9.410459
Ireland	IRL	1990	0.487752
Ireland	IRL	1991	0.656242
Ireland	IRL	1992	0.708543
Ireland	IRL	1993	0.648673
Ireland	IRL	1994	0.702366
Ireland	IRL	1995	1.201291
Ireland	IRL	1996	1.16449
Ireland	IRL	1997	1.043913
Ireland	IRL	1998	1.032983
Ireland	IRL	1999	1.02153
Ireland	IRL	2000	0.981706
Ireland	IRL	2001	1.358051
Ireland	IRL	2002	1.3353
Ireland	IRL	2003	0.934649
Ireland	IRL	2004	0.744056
Ireland	IRL	2005	1.261764
Ireland	IRL	2006	1.464057
Ireland	IRL	2007	1.789059
Ireland	IRL	2008	1.145452
Ireland	IRL	2009	1.177832
Ireland	IRL	2010	1.215581
Ireland	IRL	2011	0.924194
Ireland	IRL	2012	1.139214
Ireland	IRL	2013	1.111394
Ireland	IRL	2015	0.664415
Ireland	IRL	2016	0.720982
Ireland	IRL	2017	0.817293
Ireland	IRL	2018	0.806701
Ireland	IRL	2019	0.653592
Ireland	IRL	2020	0.66719
Ireland	IRL	2021	0.441189
Isle of Man	IMN	2011	1.185544
Isle of Man	IMN	2012	2.37141
Isle of Man	IMN	2013	2.376892
Isle of Man	IMN	2014	3.575856
Isle of Man	IMN	2015	1.196272
Isle of Man	IMN	2016	0
Israel	ISR	1990	3.060425
Israel	ISR	1991	2.265917
Israel	ISR	1992	2.933424
Israel	ISR	1993	2.704778
Israel	ISR	1994	2.618637
Israel	ISR	1995	2.044268
Israel	ISR	1996	2.084635
Israel	ISR	1997	2.716217
Israel	ISR	1998	2.504471
Israel	ISR	1999	2.285585
Israel	ISR	2000	2.517591
Israel	ISR	2001	3.093949
Israel	ISR	2002	3.272142
Israel	ISR	2003	2.640554
Israel	ISR	2004	2.410557
Israel	ISR	2005	2.517082
Israel	ISR	2006	2.239436
Israel	ISR	2007	1.941886
Israel	ISR	2008	1.696228
Israel	ISR	2009	2.000083
Israel	ISR	2010	2.046819
Israel	ISR	2011	1.970576
Israel	ISR	2012	1.685962
Israel	ISR	2013	1.643656
Israel	ISR	2014	1.373374
Israel	ISR	2015	1.373665
Israel	ISR	2016	1.274665
Israel	ISR	2017	1.480277
Israel	ISR	2018	1.371729
Israel	ISR	2019	1.533472
Israel	ISR	2020	1.42735
Israel	ISR	2021	1.943807
Italy	ITA	1990	3.160868
Italy	ITA	1991	3.412303
Italy	ITA	1992	2.597074
Italy	ITA	1993	1.883261
Italy	ITA	1994	1.703472
Italy	ITA	1995	1.779024
Italy	ITA	1996	1.674898
Italy	ITA	1997	1.533575
Italy	ITA	1998	1.561327
Italy	ITA	1999	1.438228
Italy	ITA	2000	1.344652
Italy	ITA	2001	1.243969
Italy	ITA	2002	1.127696
Italy	ITA	2005	1.048112
Italy	ITA	2006	1.069658
Italy	ITA	2007	1.073522
Italy	ITA	2008	1.038426
Italy	ITA	2009	0.99055
Italy	ITA	2010	0.884283
Italy	ITA	2011	0.919602
Italy	ITA	2012	0.880543
Italy	ITA	2013	0.83233
Italy	ITA	2014	0.78743
Italy	ITA	2015	0.778644
Italy	ITA	2016	0.672005
Italy	ITA	2017	0.626625
Italy	ITA	2018	0.599558
Italy	ITA	2019	0.53074
Italy	ITA	2020	0.478987
Italy	ITA	2021	0.511476
Jamaica	JAM	1990	22.7422
Jamaica	JAM	1991	23.4673
Jamaica	JAM	1992	25.95937
Jamaica	JAM	1993	26.71751
Jamaica	JAM	1994	27.85626
Jamaica	JAM	1995	31.08348
Jamaica	JAM	1996	36.51949
Jamaica	JAM	1997	40.62695
Jamaica	JAM	1998	33.33894
Jamaica	JAM	1999	32.89334
Jamaica	JAM	2000	33.95599
Jamaica	JAM	2001	43.38377
Jamaica	JAM	2002	39.60969
Jamaica	JAM	2003	36.7782
Jamaica	JAM	2004	55.21721
Jamaica	JAM	2005	62.53589
Jamaica	JAM	2006	49.82042
Jamaica	JAM	2007	58.64015
Jamaica	JAM	2008	59.71145
Jamaica	JAM	2009	61.82042
Jamaica	JAM	2010	52.92813
Jamaica	JAM	2011	41.25747
Jamaica	JAM	2012	39.93018
Jamaica	JAM	2013	43.34454
Jamaica	JAM	2014	36.0921
Jamaica	JAM	2015	43.26441
Jamaica	JAM	2016	48.31064
Jamaica	JAM	2017	58.646
Jamaica	JAM	2018	45.84195
Jamaica	JAM	2019	47.62289
Jamaica	JAM	2020	47.2622
Jamaica	JAM	2021	52.12727
Japan	JPN	1990	0.546544
Japan	JPN	1991	0.515015
Japan	JPN	1992	0.540803
Japan	JPN	1993	0.57301
Japan	JPN	1994	0.600227
Japan	JPN	1995	0.577196
Japan	JPN	1996	0.518587
Japan	JPN	1997	0.563367
Japan	JPN	1998	0.613578
Japan	JPN	1999	0.581565
Japan	JPN	2000	0.534684
Japan	JPN	2001	0.548535
Japan	JPN	2002	0.520024
Japan	JPN	2003	0.546657
Japan	JPN	2004	0.5475
Japan	JPN	2005	0.503136
Japan	JPN	2006	0.483964
Japan	JPN	2007	0.448415
Japan	JPN	2008	0.510628
Japan	JPN	2009	0.394951
Japan	JPN	2010	0.362982
Japan	JPN	2011	0.345293
Japan	JPN	2012	0.33554
Japan	JPN	2013	0.289789
Japan	JPN	2014	0.30986
Japan	JPN	2015	0.285263
Japan	JPN	2016	0.285053
Japan	JPN	2017	0.241587
Japan	JPN	2018	0.264542
Japan	JPN	2019	0.253594
Japan	JPN	2020	0.253903
Japan	JPN	2021	0.228709
Jordan	JOR	1990	3.447694
Jordan	JOR	1991	3.300259
Jordan	JOR	1992	3.646344
Jordan	JOR	1993	4.048326
Jordan	JOR	1994	4.604777
Jordan	JOR	1995	0.785071
Jordan	JOR	1996	0.976419
Jordan	JOR	1997	0.887262
Jordan	JOR	2007	1.730142
Jordan	JOR	2008	1.809171
Jordan	JOR	2009	1.504316
Jordan	JOR	2010	1.673578
Jordan	JOR	2011	1.983128
Jordan	JOR	2012	2.232433
Jordan	JOR	2013	1.87139
Jordan	JOR	2014	1.963496
Jordan	JOR	2015	1.590437
Jordan	JOR	2016	1.314647
Jordan	JOR	2017	1.301958
Jordan	JOR	2018	0.898673
Jordan	JOR	2019	1.140327
Jordan	JOR	2020	0.988222
Jordan	JOR	2021	1.02258
Kazakhstan	KAZ	1990	8.745113
Kazakhstan	KAZ	1991	8.897367
Kazakhstan	KAZ	1992	11.03065
Kazakhstan	KAZ	1993	15.22995
Kazakhstan	KAZ	1994	15.2205
Kazakhstan	KAZ	1995	14.88957
Kazakhstan	KAZ	1996	16.25966
Kazakhstan	KAZ	1997	16.31435
Kazakhstan	KAZ	1998	16.3562
Kazakhstan	KAZ	1999	15.56083
Kazakhstan	KAZ	2000	15.25966
Kazakhstan	KAZ	2001	14.13494
Kazakhstan	KAZ	2002	12.82355
Kazakhstan	KAZ	2003	12.91456
Kazakhstan	KAZ	2004	13.47127
Kazakhstan	KAZ	2008	11.15672
Kazakhstan	KAZ	2009	10.79722
Kazakhstan	KAZ	2010	8.341434
Kazakhstan	KAZ	2011	8.419846
Kazakhstan	KAZ	2012	7.402269
Kazakhstan	KAZ	2013	6.45692
Kazakhstan	KAZ	2014	5.138613
Kazakhstan	KAZ	2015	4.782487
Kazakhstan	KAZ	2017	4.995956
Kazakhstan	KAZ	2020	3.192962
Kenya	KEN	2004	3.448223
Kenya	KEN	2005	3.023184
Kenya	KEN	2006	2.995132
Kenya	KEN	2007	2.896301
Kenya	KEN	2008	3.100986
Kenya	KEN	2009	4.725644
Kenya	KEN	2010	4.638963
Kenya	KEN	2011	5.326592
Kenya	KEN	2012	5.429288
Kenya	KEN	2014	5.029252
Kenya	KEN	2015	4.825887
Kenya	KEN	2016	4.933743
Kenya	KEN	2017	5.037985
Kenya	KEN	2018	3.140933
Kenya	KEN	2019	3.093141
Kenya	KEN	2020	3.575978
Kenya	KEN	2021	5.274913
Kiribati	KIR	1991	0
Kiribati	KIR	1992	0
Kiribati	KIR	1993	0
Kiribati	KIR	1994	0
Kiribati	KIR	1995	0
Kiribati	KIR	1996	1.20727
Kiribati	KIR	1997	0
Kiribati	KIR	1998	0
Kiribati	KIR	1999	0
Kiribati	KIR	2000	3.377409
Kiribati	KIR	2001	4.418376
Kiribati	KIR	2008	6.73297
Kiribati	KIR	2009	0.943436
Kiribati	KIR	2010	3.703875
Kiribati	KIR	2011	10.01179
Kiribati	KIR	2012	7.167335
Kosovo	OWID_KOS	2008	6.266047
Kosovo	OWID_KOS	2009	4.061273
Kosovo	OWID_KOS	2010	5.913322
Kosovo	OWID_KOS	2011	3.445712
Kosovo	OWID_KOS	2012	4.968498
Kosovo	OWID_KOS	2013	2.27062
Kosovo	OWID_KOS	2014	3.093696
Kosovo	OWID_KOS	2015	2.387555
Kosovo	OWID_KOS	2016	2.170532
Kosovo	OWID_KOS	2017	2.771898
Kosovo	OWID_KOS	2018	2.573157
Kosovo	OWID_KOS	2019	1.422763
Kosovo	OWID_KOS	2020	2.214643
Kosovo	OWID_KOS	2021	1.985548
Kuwait	KWT	1996	0.939343
Kuwait	KWT	2001	1.958152
Kuwait	KWT	2002	1.123396
Kuwait	KWT	2003	1.379963
Kuwait	KWT	2004	1.996768
Kuwait	KWT	2005	1.834122
Kuwait	KWT	2006	1.904029
Kuwait	KWT	2007	2.353627
Kuwait	KWT	2008	1.433459
Kuwait	KWT	2009	1.752786
Kuwait	KWT	2010	2.038489
Kuwait	KWT	2011	1.876695
Kuwait	KWT	2012	1.796938
Kuwait	KWT	2017	1.115177
Kuwait	KWT	2018	0.85704
Kuwait	KWT	2019	0.360271
Kuwait	KWT	2020	0.252268
Latvia	LVA	1992	9.726298
Latvia	LVA	1993	14.66527
Latvia	LVA	1994	13.35147
Latvia	LVA	1995	11.20557
Latvia	LVA	1996	10.57497
Latvia	LVA	1997	10.88488
Latvia	LVA	1998	10.15296
Latvia	LVA	1999	9.438043
Latvia	LVA	2000	9.947631
Latvia	LVA	2001	9.282613
Latvia	LVA	2002	9.199775
Latvia	LVA	2012	3.408588
Latvia	LVA	2013	2.461252
Latvia	LVA	2014	3.182435
Latvia	LVA	2015	3.363531
Latvia	LVA	2016	3.496369
Latvia	LVA	2017	4.143514
Latvia	LVA	2018	4.339671
Latvia	LVA	2019	3.391501
Latvia	LVA	2020	3.689936
Latvia	LVA	2021	3.041754
Lebanon	LBN	2008	3.744159
Lebanon	LBN	2009	2.928622
Lebanon	LBN	2010	3.262741
Lebanon	LBN	2011	3.329993
Lebanon	LBN	2012	3.746376
Lebanon	LBN	2013	4.15577
Lebanon	LBN	2014	3.825102
Lebanon	LBN	2015	3.609973
Lebanon	LBN	2016	3.754822
Lebanon	LBN	2017	4.02668
Lebanon	LBN	2018	2.890349
Lebanon	LBN	2019	3.147751
Lebanon	LBN	2020	2.260317
Lesotho	LSO	1990	28.84941
Lesotho	LSO	1991	30.00804
Lesotho	LSO	1992	34.43625
Lesotho	LSO	1993	35.26957
Lesotho	LSO	1994	43.59791
Lesotho	LSO	2007	45.12306
Lesotho	LSO	2008	37.69398
Liberia	LBR	2007	2.752743
Liberia	LBR	2008	4.677729
Liberia	LBR	2009	3.713126
Liberia	LBR	2010	3.20899
Liberia	LBR	2011	3.850616
Liberia	LBR	2012	3.11653
Liechtenstein	LIE	1994	0
Liechtenstein	LIE	1995	0
Liechtenstein	LIE	1996	0
Liechtenstein	LIE	1997	0
Liechtenstein	LIE	1998	0
Liechtenstein	LIE	1999	3.066074
Liechtenstein	LIE	2000	0
Liechtenstein	LIE	2001	0
Liechtenstein	LIE	2002	0
Liechtenstein	LIE	2003	0
Liechtenstein	LIE	2004	2.915452
Liechtenstein	LIE	2007	0
Liechtenstein	LIE	2008	2.824819
Liechtenstein	LIE	2009	0
Liechtenstein	LIE	2010	2.7835
Liechtenstein	LIE	2011	0
Liechtenstein	LIE	2012	0
Liechtenstein	LIE	2013	0
Liechtenstein	LIE	2014	2.695672
Liechtenstein	LIE	2015	0
Liechtenstein	LIE	2016	0
Liechtenstein	LIE	2017	2.639323
Liechtenstein	LIE	2018	2.619104
Liechtenstein	LIE	2019	2.598618
Liechtenstein	LIE	2020	2.580246
Liechtenstein	LIE	2021	5.123016
Lithuania	LTU	1990	4.754551
Lithuania	LTU	1991	5.641339
Lithuania	LTU	1992	7.007854
Lithuania	LTU	1993	10.98052
Lithuania	LTU	1994	12.33273
Lithuania	LTU	1995	13.39643
Lithuania	LTU	1996	10.88118
Lithuania	LTU	1997	10.58217
Lithuania	LTU	1998	8.484493
Lithuania	LTU	1999	8.503158
Lithuania	LTU	2000	10.27882
Lithuania	LTU	2001	9.915335
Lithuania	LTU	2002	8.33381
Lithuania	LTU	2004	10.02165
Lithuania	LTU	2005	11.02702
Lithuania	LTU	2006	8.667046
Lithuania	LTU	2007	8.46469
Lithuania	LTU	2008	9.242094
Lithuania	LTU	2009	7.923335
Lithuania	LTU	2010	6.976703
Lithuania	LTU	2011	6.806896
Lithuania	LTU	2012	6.594108
Lithuania	LTU	2013	6.53856
Lithuania	LTU	2014	5.308977
Lithuania	LTU	2015	5.80343
Lithuania	LTU	2016	5.215304
Lithuania	LTU	2017	3.442993
Lithuania	LTU	2018	3.198746
Lithuania	LTU	2019	3.299307
Lithuania	LTU	2020	3.581222
Lithuania	LTU	2021	2.583747
Luxembourg	LUX	1994	1.492376
Luxembourg	LUX	1995	0.490634
Luxembourg	LUX	1996	0.968051
Luxembourg	LUX	1997	0.955997
Luxembourg	LUX	1998	0.944346
Luxembourg	LUX	1999	1.397466
Luxembourg	LUX	2000	0.918215
Luxembourg	LUX	2001	2.039662
Luxembourg	LUX	2002	1.345555
Luxembourg	LUX	2003	0.66467
Luxembourg	LUX	2004	0.436883
Luxembourg	LUX	2005	0.860475
Luxembourg	LUX	2006	1.481784
Luxembourg	LUX	2007	1.458733
Luxembourg	LUX	2008	1.637212
Luxembourg	LUX	2009	1.004282
Luxembourg	LUX	2010	1.972116
Luxembourg	LUX	2011	0.771894
Luxembourg	LUX	2012	0
Luxembourg	LUX	2013	0.18414
Luxembourg	LUX	2014	0.719335
Luxembourg	LUX	2015	0.878106
Luxembourg	LUX	2016	0.857117
Luxembourg	LUX	2017	0.335412
Luxembourg	LUX	2018	0.493492
Luxembourg	LUX	2019	0.645189
Luxembourg	LUX	2020	0.475889
Luxembourg	LUX	2021	0.625664
Macao	MAC	1991	3.311345
Macao	MAC	1992	0.805651
Macao	MAC	1993	3.151985
Macao	MAC	1994	3.343798
Macao	MAC	1995	2.016937
Macao	MAC	1996	4.20483
Macao	MAC	1997	7.286868
Macao	MAC	1998	5.730988
Macao	MAC	1999	8.695284
Macao	MAC	2000	2.315375
Macao	MAC	2001	1.821817
Macao	MAC	2002	0.444776
Macao	MAC	2003	1.729606
Macao	MAC	2004	0.841168
Macao	MAC	2005	0.818634
Macao	MAC	2006	1.992578
Macao	MAC	2007	1.164303
Macao	MAC	2008	0.756089
Macao	MAC	2009	0.920775
Macao	MAC	2010	0.358875
Macao	MAC	2011	0.700522
Macao	MAC	2012	0.686381
Macao	MAC	2013	0.168528
Macao	MAC	2014	0.165517
Macao	MAC	2015	0.162538
Macao	MAC	2016	0.159569
Macao	MAC	2017	0.313181
Macao	MAC	2018	0.307224
Macao	MAC	2019	0.301363
Macao	MAC	2020	0.295734
Macao	MAC	2021	0.436931
Malawi	MWI	2000	6.233644
Malawi	MWI	2001	7.826891
Malawi	MWI	2002	4.811406
Malawi	MWI	2003	2.481807
Malawi	MWI	2004	3.311487
Malawi	MWI	2005	1.567933
Malawi	MWI	2006	6.25843
Malawi	MWI	2007	5.112829
Malawi	MWI	2008	5.615784
Malawi	MWI	2009	2.237929
Malawi	MWI	2010	3.532988
Malawi	MWI	2011	2.26461
Malawi	MWI	2012	1.790614
Malaysia	MYS	1990	1.78683
Malaysia	MYS	1991	2.131265
Malaysia	MYS	1992	1.975526
Malaysia	MYS	1993	1.889756
Malaysia	MYS	1994	1.715274
Malaysia	MYS	1995	1.96654
Malaysia	MYS	1996	2.160563
Malaysia	MYS	1997	2.541275
Malaysia	MYS	1998	2.883926
Malaysia	MYS	1999	2.628679
Malaysia	MYS	2000	2.401379
Malaysia	MYS	2001	2.196027
Malaysia	MYS	2002	2.340277
Malaysia	MYS	2003	2.283805
Malaysia	MYS	2004	1.961849
Malaysia	MYS	2005	2.329929
Malaysia	MYS	2006	2.21808
Malaysia	MYS	2007	2.406561
Malaysia	MYS	2008	2.158016
Malaysia	MYS	2009	1.988149
Malaysia	MYS	2010	1.880372
Malaysia	MYS	2011	1.816055
Malaysia	MYS	2012	2.029655
Malaysia	MYS	2013	2.08065
Malaysia	MYS	2014	1.666315
Malaysia	MYS	2015	1.602893
Malaysia	MYS	2016	1.446406
Malaysia	MYS	2017	1.185271
Malaysia	MYS	2018	0.996936
Malaysia	MYS	2019	0.945006
Malaysia	MYS	2020	0.762048
Malaysia	MYS	2021	0.723777
Maldives	MDV	1990	0.444529
Maldives	MDV	1995	0.774569
Maldives	MDV	1997	2.230152
Maldives	MDV	2001	2.436278
Maldives	MDV	2002	2.737069
Maldives	MDV	2007	0.922719
Maldives	MDV	2008	1.484195
Maldives	MDV	2009	1.719016
Maldives	MDV	2010	1.659409
Maldives	MDV	2011	0.801195
Maldives	MDV	2012	2.580382
Maldives	MDV	2013	0.748638
Maldives	MDV	2015	0.918312
Maldives	MDV	2016	3.962554
